Element Code,System,Table,Element,System Type ,Level ,HIV,Program Area,Goal ,Potential Overlap (HIV),Goal1,Goal2,Goal3,Array
3702,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP HIV+,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3703,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA + <30,Electronic,District,Y,CC,3,Y,3,,,[3]
3704,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA + >45,Electronic,District,Y,CC,3,Y,3,,,[3]
3705,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA + 30 45,Electronic,District,Y,CC,3,Y,3,,,[3]
3706,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA + HIV,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3707,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA + UKNOWN,Electronic,District,Y,CC,3,Y,3,,,[3]
3708,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA <30,Electronic,District,Y,CC,3,Y,3,,,[3]
3709,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA >45,Electronic,District,Y,CC,3,Y,3,,,[3]
3710,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA 30 45,Electronic,District,Y,CC,3,Y,3,,,[3]
3711,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA HIV,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3712,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA HIV +,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3713,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA UKNOWN,Electronic,District,Y,CC,3,Y,3,,,[3]
3714,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA+ HIV+,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3715,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP UKNOWN,Electronic,District,Y,CC,3,Y,3,,,[3]
3716,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP VIA HIV,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3717,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP VIA HIV +,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3718,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP VIA+ HIV,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3719,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP VIA+ HIV+,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3720,HMIS,DHIS,MCCP 3 MONTH REVIEW <30,Electronic,District,Y,CC,3,Y,3,,,[3]
3721,HMIS,DHIS,MCCP 3 MONTH REVIEW >45,Electronic,District,Y,CC,3,Y,3,,,[3]
3722,HMIS,DHIS,MCCP 3 MONTH REVIEW 30 45,Electronic,District,Y,CC,3,Y,3,,,[3]
3723,HMIS,DHIS,MCCP 3 MONTH REVIEW HIV,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3724,HMIS,DHIS,MCCP 3 MONTH REVIEW HIV +,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3725,HMIS,DHIS,MCCP 3 MONTH REVIEW UKNOWN,Electronic,District,Y,CC,3,Y,3,,,[3]
3726,HMIS,DHIS,MCCP IMMEDIATE CRYO DONE HIV,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3727,HMIS,DHIS,MCCP IMMEDIATE CRYO DONE HIV+,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3728,HMIS,DHIS,MCCP INITIAL VIA <30,Electronic,District,Y,CC,3,Y,3,,,[3]
3729,HMIS,DHIS,MCCP INITIAL VIA >45,Electronic,District,Y,CC,3,Y,3,,,[3]
3730,HMIS,DHIS,MCCP INITIAL VIA 30 45,Electronic,District,Y,CC,3,Y,3,,,[3]
3731,HMIS,DHIS,MCCP INITIAL VIA HIV,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3732,HMIS,DHIS,MCCP INITIAL VIA HIV+,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3733,HMIS,DHIS,MCCP INITIAL VIA UKNOWN,Electronic,District,Y,CC,3,Y,3,,,[3]
3734,HMIS,DHIS,MCCP INITIAL VIA+ <30,Electronic,District,Y,CC,3,Y,3,,,[3]
3735,HMIS,DHIS,MCCP INITIAL VIA+ >45,Electronic,District,Y,CC,3,Y,3,,,[3]
3736,HMIS,DHIS,MCCP INITIAL VIA+ 30 45,Electronic,District,Y,CC,3,Y,3,,,[3]
3737,HMIS,DHIS,MCCP INITIAL VIA+ HIV,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3738,HMIS,DHIS,MCCP INITIAL VIA+ HIV+,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3739,HMIS,DHIS,MCCP INITIAL VIA+ UKNOWN,Electronic,District,Y,CC,3,Y,3,,,[3]
3740,HMIS,DHIS,MCCP POSTPONED CRYO DONE <30,Electronic,District,Y,CC,3,Y,3,,,[3]
3741,HMIS,DHIS,MCCP POSTPONED CRYO DONE >45,Electronic,District,Y,CC,3,Y,3,,,[3]
3742,HMIS,DHIS,MCCP POSTPONED CRYO DONE 30 45,Electronic,District,Y,CC,3,Y,3,,,[3]
3743,HMIS,DHIS,MCCP POSTPONED CRYO DONE HIV,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3744,HMIS,DHIS,MCCP POSTPONED CRYO DONE HIV+,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3745,HMIS,DHIS,MCCP POSTPONED CRYO DONE UKNOWN,Electronic,District,Y,CC,3,Y,3,,,[3]
3746,HMIS,DHIS,MCCP POSTPONED CRYO HIV+,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3747,HMIS,DHIS,MCCP POSTPONED CRYO NOT DONE HIV,Electronic,District,Y,CC,3,Y,3,,,[3]
3748,HMIS,DHIS,MCCP POSTPONED CRYO NOT DONE HIV+,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3749,HMIS,DHIS,MCCP POSTPONED CRYO NOT DONE UKNOWN,Electronic,District,Y,CC,3,Y,3,,,[3]
3750,HMIS,DHIS,MCCP PROBLEM VISIT <30,Electronic,District,Y,CC,3,Y,3,,,[3]
3751,HMIS,DHIS,MCCP PROBLEM VISIT >45,Electronic,District,Y,CC,3,Y,3,,,[3]
3752,HMIS,DHIS,MCCP PROBLEM VISIT 30 45,Electronic,District,Y,CC,3,Y,3,,,[3]
3753,HMIS,DHIS,MCCP PROBLEM VISIT HIV,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3754,HMIS,DHIS,MCCP PROBLEM VISIT HIV+,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3755,HMIS,DHIS,MCCP PROBLEM VISIT UKNOWN,Electronic,District,Y,CC,3,Y,3,,,[3]
3756,HMIS,DHIS,MCCP REFERRAL LARGE LESION <30,Electronic,District,Y,CC,3,Y,3,,,[3]
3757,HMIS,DHIS,MCCP REFERRAL LARGE LESION >45,Electronic,District,Y,CC,3,Y,3,,,[3]
3758,HMIS,DHIS,MCCP REFERRAL LARGE LESION 30 45,Electronic,District,Y,CC,3,Y,3,,,[3]
3759,HMIS,DHIS,MCCP REFERRAL LARGE LESION HIV,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3760,HMIS,DHIS,MCCP REFERRAL LARGE LESION HIV+,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3761,HMIS,DHIS,MCCP REFERRAL LARGE LESION UKNOWN,Electronic,District,Y,CC,3,Y,3,,,[3]
3762,HMIS,DHIS,MCCP REFERRAL OTHER GYN HIV,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3763,HMIS,DHIS,MCCP REFERRAL OTHER GYN HIV+,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3764,HMIS,DHIS,MCCP REFERRAL SUSPECT CANCER <30,Electronic,District,Y,CC,3,Y,3,,,[3]
3765,HMIS,DHIS,MCCP REFERRAL SUSPECT CANCER >45,Electronic,District,Y,CC,3,Y,3,,,[3]
3766,HMIS,DHIS,MCCP REFERRAL SUSPECT CANCER 30 45,Electronic,District,Y,CC,3,Y,3,,,[3]
3767,HMIS,DHIS,MCCP REFERRAL SUSPECT CANCER HIV,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3768,HMIS,DHIS,MCCP REFERRAL SUSPECT CANCER HIV+,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3769,HMIS,DHIS,MCCP REFERRAL SUSPECT CANCER UKNOWN,Electronic,District,Y,CC,3,Y,3,,,[3]
3770,HMIS,DHIS,MCCPP 3 MONTH REVIEW HIV,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3771,HMIS,DHIS,MCCPP 3 MONTH REVIEW HIV +,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3772,HMIS,DHIS,MCCPP INITIAL VIA HIV,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3773,HMIS,DHIS,MCCPP INITIAL VIA HIV+,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3774,HMIS,DHIS,MCCPP POSTPONED CRYO HIV,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3775,HMIS,DHIS,MCCPP POSTPONED CRYO HIV+,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3776,HMIS,DHIS,MCCPP PROBLEM VISIT HIV,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3777,HMIS,DHIS,MCCPP PROBLEM VISIT HIV+,Electronic,District,Y,CC,34,Y,3,4,,"[3,4]"
3778,HMIS,DHIS,MDR CLINICAL MDR <15,Electronic,District,Y,ART,4,Y,4,,,[4]
3779,HMIS,DHIS,MDR CLINICAL MDR 15+,Electronic,District,Y,ART,4,Y,4,,,[4]
3780,HMIS,DHIS,MDR CLINICAL MDR NEW CASES,Electronic,District,Y,ART,4,Y,4,,,[4]
3781,HMIS,DHIS,MDR CLINICAL MDR PREVIOUSLY TREATED WITH FLDS,Electronic,District,Y,ART,4,Y,4,,,[4]
3782,HMIS,DHIS,MDR CLINICAL MDR PREVIOUSLY TREATED WITH SLDS,Electronic,District,Y,ART,4,Y,4,,,[4]
3783,HMIS,DHIS,MDR CONFIRMED MDR <15,Electronic,District,Y,ART,4,Y,4,,,[4]
3784,HMIS,DHIS,MDR CONFIRMED MDR 15+,Electronic,District,Y,ART,4,Y,4,,,[4]
3785,HMIS,DHIS,MDR CONFIRMED MDR NEW CASES,Electronic,District,Y,ART,4,Y,4,,,[4]
3786,HMIS,DHIS,MDR CONFIRMED MDR PREVIOUSLY TREATED WITH FLDS,Electronic,District,Y,ART,4,Y,4,,,[4]
3787,HMIS,DHIS,MDR CONFIRMED MDR PREVIOUSLY TREATED WITH SLDS,Electronic,District,Y,ART,4,Y,4,,,[4]
3788,HMIS,DHIS,MDR CONFIRMED RR 15+,Electronic,District,Y,ART,4,Y,4,,,[4]
3789,HMIS,DHIS,MDR CONFIRMED RR CASES <15,Electronic,District,Y,ART,4,Y,4,,,[4]
3790,HMIS,DHIS,MDR CONFIRMED RR CASES NEW CASES,Electronic,District,Y,ART,4,Y,4,,,[4]
3791,HMIS,DHIS,MDR CONFIRMED RR CASES PREVIOUSLY TREATED WITH FLDS,Electronic,District,Y,ART,4,Y,4,,,[4]
3792,HMIS,DHIS,MDR CONFIRMED RR CASES PREVIOUSLY TREATED WITH SLDS,Electronic,District,Y,ART,4,Y,4,,,[4]
3793,HMIS,DHIS,MDR INTERIM OUTCOME CULTURE AND SMEAR NOT DONE,Electronic,District,Y,ART,4,Y,4,,,[4]
3794,HMIS,DHIS,MDR INTERIM OUTCOME DIED,Electronic,District,Y,ART,4,Y,4,,,[4]
3795,HMIS,DHIS,MDR INTERIM OUTCOME LOST TO FOLLOW UP,Electronic,District,Y,ART,4,Y,4,,,[4]
3796,HMIS,DHIS,MDR INTERIM OUTCOME NEGATIVE BACTERIOLOGIC RESULTS,Electronic,District,Y,ART,4,Y,4,,,[4]
3797,HMIS,DHIS,MDR INTERIM OUTCOME NUMBER IN COHORT,Electronic,District,Y,ART,4,Y,4,,,[4]
3798,HMIS,DHIS,MDR INTERIM OUTCOME POSITIVE BACTERIOLOGIC RESULTS,Electronic,District,Y,ART,4,Y,4,,,[4]
3799,HMIS,DHIS,MDR INTERIM OUTCOME TRANSFER OUT,Electronic,District,Y,ART,4,Y,4,,,[4]
3800,HMIS,DHIS,MDR TREATMENT OUTCOME COMPLETED,Electronic,District,Y,ART,4,Y,4,,,[4]
3801,HMIS,DHIS,MDR TREATMENT OUTCOME CURED,Electronic,District,Y,ART,4,Y,4,,,[4]
3802,HMIS,DHIS,MDR TREATMENT OUTCOME DIED,Electronic,District,Y,ART,4,Y,4,,,[4]
3803,HMIS,DHIS,MDR TREATMENT OUTCOME FAILED,Electronic,District,Y,ART,4,Y,4,,,[4]
3804,HMIS,DHIS,MDR TREATMENT OUTCOME LOST TO FOLLOW UP,Electronic,District,Y,ART,4,Y,4,,,[4]
3805,HMIS,DHIS,MDR TREATMENT OUTCOME NO OUTCOME ASSIGNED,Electronic,District,Y,ART,4,Y,4,,,[4]
3806,HMIS,DHIS,MDR TREATMENT OUTCOME TOTAL IN CORHORT,Electronic,District,Y,ART,4,Y,4,,,[4]
3807,HMIS,DHIS,ME NUM OF MEDICAL ACQUIRED DURING THE MONTH,Electronic,District,Y,OTHER,7,N,7,,,[7]
3808,HMIS,DHIS,ME NUM OF MEDICAL EQUIP DONATIONS RECEIVED DURING THE MONTH,Electronic,District,Y,OTHER,7,N,7,,,[7]
3809,HMIS,DHIS,ME NUM OF MEDICAL EQUIP LOSSES  INCLUDIN THEFTS  REPORTED,Electronic,District,Y,OTHER,7,N,7,,,[7]
3810,HMIS,DHIS,ME NUM OF MEDICAL EQUIP MANTAINED DURING THE MONTH,Electronic,District,Y,OTHER,7,N,7,,,[7]
3811,HMIS,DHIS,ME NUM OF MEDICAL EQUIP REPORTEDLY IN NEED OF MANTAINANCE DURING THE MONTH,Electronic,District,Y,OTHER,7,N,7,,,[7]
3812,HMIS,DHIS,ME TOT COST OF ALL MEDICAL EQUIP REPAIRS INCURRED DURING THE MONTH,Electronic,District,Y,BUDGET,9,N,9,,,[9]
3813,HMIS,DHIS,ME TOT ESTIMATED VALUE OF MEDICAL EQUIP RECEIVED DURING THE MONTH,Electronic,District,Y,BUDGET,9,N,9,,,[9]
3814,HMIS,DHIS,ME TOTESTIMATED VALUE OF ALL MEDICAL EQUIP LOSSES DURING THE MONTH,Electronic,District,Y,BUDGET,9,N,9,,,[9]
3815,HMIS,DHIS,MEASLES ADMISSION,Electronic,District,N,,,,N,,,[N]
3816,HMIS,DHIS,MEASLES INPATIENT DEATH,Electronic,District,N,,,,N,,,[N]
3817,HMIS,DHIS,MEASLES UNDER 5 YEARS ADMISSION,Electronic,District,N,,,,N,,,[N]
3818,HMIS,DHIS,MEASLES UNDER 5 YEARS INPATIENT DEATH,Electronic,District,N,,,,N,,,[N]
3819,HMIS,DHIS,MEASLES UNDER 5 YEARS NEW,Electronic,District,N,,,,N,,,[N]
3820,HMIS,DHIS,MED ABSCESS,Electronic,District,N,,,,N,,,[N]
3821,HMIS,DHIS,MED ACUTE AND TRANSIENT PSYCHOTIC DISORDER,Electronic,District,N,,,,N,,,[N]
3822,HMIS,DHIS,MED ACUTE MALNUTRITION,Electronic,District,Y,NUTRITION,3,Y,3,,,[3]
3823,HMIS,DHIS,MED ACUTE MALNUTRITION IN PREGNANCY AND LACTATING WOMEN,Electronic,District,Y,NUTRITION,3,Y,3,,,[3]
3824,HMIS,DHIS,MED ACUTE NUTRITION  ADOLESCENTS & ADULTS ,Electronic,District,Y,NUTRITION,3,Y,3,,,[3]
3825,HMIS,DHIS,MED AIDS,Electronic,District,Y,ART,4,Y,4,,,[4]
3826,HMIS,DHIS,MED ALCOHOL USE MENTAL DISORDER,Electronic,District,N,,,,N,,,[N]
3827,HMIS,DHIS,MED ANEMIA,Electronic,District,N,,,,N,,,[N]
3828,HMIS,DHIS,MED ANEMIA IN PREGNANCY,Electronic,District,N,,,,N,,,[N]
3829,HMIS,DHIS,MED ANTHRAX,Electronic,District,N,,,,N,,,[N]
3830,HMIS,DHIS,MED APPENDICITIS,Electronic,District,N,,,,N,,,[N]
3831,HMIS,DHIS,MED ASTHMA ALL FORMS,Electronic,District,N,,,,N,,,[N]
3832,HMIS,DHIS,MED BED CAPACITY,Electronic,District,N,,,,N,,,[N]
3833,HMIS,DHIS,MED BILHARZIA  SCHISTOSOMIASIS ,Electronic,District,N,,,,N,,,[N]
3834,HMIS,DHIS,MED BOWEL OBSTRUCTION,Electronic,District,N,,,,N,,,[N]
3835,HMIS,DHIS,MED BREAST CANCER,Electronic,District,N,,,,N,,,[N]
3836,HMIS,DHIS,MED BRONCHITIS  ALL FORMS ,Electronic,District,N,,,,N,,,[N]
3837,HMIS,DHIS,MED CERVICAL CANCER,Electronic,District,Y,CC,3,Y,3,,,[3]
3838,HMIS,DHIS,MED CHICKEN POX,Electronic,District,N,,,,N,,,[N]
3839,HMIS,DHIS,MED CHOLERA,Electronic,District,N,,,,N,,,[N]
3840,HMIS,DHIS,MED CONGENITAL HEART DISEASES,Electronic,District,N,,,,N,,,[N]
3841,HMIS,DHIS,MED CONGENITAL MALFORMATIONS,Electronic,District,N,,,,N,,,[N]
3842,HMIS,DHIS,MED DEPRESSION,Electronic,District,N,,,,N,,,[N]
3843,HMIS,DHIS,MED DIABETES,Electronic,District,N,,,,N,,,[N]
3844,HMIS,DHIS,MED DIARRHOEA DISEASES  NON BLOODY ,Electronic,District,N,,,,N,,,[N]
3845,HMIS,DHIS,MED DIARRHOEA DISEASES  NON BLOODY  UNDER 5,Electronic,District,N,,,,N,,,[N]
3846,HMIS,DHIS,MED DIPHTHERIA,Electronic,District,N,,,,N,,,[N]
3847,HMIS,DHIS,MED DRUG USE MENTAL DISORDER,Electronic,District,N,,,,N,,,[N]
3848,HMIS,DHIS,MED DYSENTERY,Electronic,District,N,,,,N,,,[N]
3849,HMIS,DHIS,MED EAR INFECTIONS,Electronic,District,N,,,,N,,,[N]
3850,HMIS,DHIS,MED EBOLA,Electronic,District,N,,,,N,,,[N]
3851,HMIS,DHIS,MED ELEPHANTIASIS,Electronic,District,N,,,,N,,,[N]
3852,HMIS,DHIS,MED EPIGLOTITIS,Electronic,District,N,,,,N,,,[N]
3853,HMIS,DHIS,MED EPILEPSY,Electronic,District,N,,,,N,,,[N]
3854,HMIS,DHIS,MED GASTRO INTESTINAL BLEEDING,Electronic,District,N,,,,N,,,[N]
3855,HMIS,DHIS,MED GENDER BASED PHYSICAL INJURIES,Electronic,District,N,,,,N,,,[N]
3856,HMIS,DHIS,MED GENERAL ASSAULT INJURIES,Electronic,District,N,,,,N,,,[N]
3857,HMIS,DHIS,MED GOITRE,Electronic,District,N,,,,N,,,[N]
3858,HMIS,DHIS,MED H1N1,Electronic,District,N,,,,N,,,[N]
3859,HMIS,DHIS,MED HERNIA,Electronic,District,N,,,,N,,,[N]
3860,HMIS,DHIS,MED HYPERTENSION,Electronic,District,N,,,,N,,,[N]
3861,HMIS,DHIS,MED INFLUENZA  ALL FORMS ,Electronic,District,N,,,,N,,,[N]
3862,HMIS,DHIS,MED INPATIENT DAYS,Electronic,District,N,,,,N,,,[N]
3863,HMIS,DHIS,MED INTESTINAL WORMS,Electronic,District,N,,,,N,,,[N]
3864,HMIS,DHIS,MED JAUNDICE AND INFECTIVE HEPATITIS,Electronic,District,N,,,,N,,,[N]
3865,HMIS,DHIS,MED KAPOSI’S SARCOMA,Electronic,District,N,,,,N,,,[N]
3866,HMIS,DHIS,MED MALARIA  PRESUMPTIVE CLINICAL EXCLUDING PREGNANT WOMEN ,Electronic,District,Y,MALARIA,3,Y,3,,,[3]
3867,HMIS,DHIS,MED MALARIA CONFIRMED  EXCLUDING PREGNANT WOMEN ,Electronic,District,Y,MALARIA,3,Y,3,,,[3]
3868,HMIS,DHIS,MED MALARIA IN PREGNANCY  PRESUMPTIVE CLINICAL ,Electronic,District,Y,MALARIA,3,Y,3,,,[3]
3869,HMIS,DHIS,MED MALARIA IN PREGNANCY CONFIRMED,Electronic,District,Y,MALARIA,36,Y,3,6,,"[3,6]"
3870,HMIS,DHIS,MED MARBURG,Electronic,District,N,,,,N,,,[N]
3871,HMIS,DHIS,MED MASTODITIS,Electronic,District,N,,,,N,,,[N]
3872,HMIS,DHIS,MED MEASLES,Electronic,District,N,,,,N,,,[N]
3873,HMIS,DHIS,MED MEDICAL ASSISTANTS IN POSTS,Electronic,District,Y,OTHER,7,Y,7,,,[7]
3874,HMIS,DHIS,MED MENINGITIS,Electronic,District,N,,,,N,,,[N]
3875,HMIS,DHIS,MED MOOD AFFECTIVE DISORDER,Electronic,District,N,,,,N,,,[N]
3876,HMIS,DHIS,MED MUSCULOSKELETAL PAINS,Electronic,District,N,,,,N,,,[N]
3877,HMIS,DHIS,MED NEO NATAL TETANUS,Electronic,District,N,,,,N,,,[N]
3878,HMIS,DHIS,MED NO OF PATIENTS OPERATED ON WITHIN 7 DAYS,Electronic,District,N,,,,N,,,[N]
3879,HMIS,DHIS,MED NO OF PATIENTS SEEN BY SPEACILIST WITHIN 4 WEEKS OF APPOINTMENT,Electronic,District,N,,,,N,,,[N]
3880,HMIS,DHIS,MED NO OF REPORTED KEY MEDICAL SUPPLIES STOCK OUTS OF MORE THAN 7 DAYS,Electronic,District,N,,,,N,,,[N]
3881,HMIS,DHIS,MED NO OF REPORTED KEY MEDICINES STOCK OUTS OF MORE THAN 7 DAYS,Electronic,District,N,,,,N,,,[N]
3882,HMIS,DHIS,MED NO OF REPORTED NON FUNCTIONAL MEDICAL EQUIPMENT LASTING MORE 7 DAYS,Electronic,District,N,,,,N,,,[N]
3883,HMIS,DHIS,MED NUMBER OF ADMISSIONS,Electronic,District,Y,OTHER,3,Y,3,,,[3]
3884,HMIS,DHIS,MED NUMBER OF DISCHARGES,Electronic,District,Y,OTHER,3,Y,3,,,[3]
3885,HMIS,DHIS,MED NUMBER OF INPATIENT DEATHS,Electronic,District,Y,OTHER,3,Y,3,,,[3]
3886,HMIS,DHIS,MED NUMBER OF PATIENTS WHO ABSCONDED TREATMENT,Electronic,District,Y,OTHER,3,Y,3,,,[3]
3887,HMIS,DHIS,MED OCCUPATIONAL RELATED INJURIES,Electronic,District,N,,,,N,,,[N]
3888,HMIS,DHIS,MED OFFICERS IN POSTS,Electronic,District,Y,OTHER,7,Y,7,,,[7]
3889,HMIS,DHIS,MED ONCHORCERCIASIS,Electronic,District,N,,,,N,,,[N]
3890,HMIS,DHIS,MED OPD ATTENDANCE,Electronic,District,N,,,,N,,,[N]
3891,HMIS,DHIS,MED ORGANIC MENTAL DISORDER,Electronic,District,N,,,,N,,,[N]
3892,HMIS,DHIS,MED OSTEOMYELITIS,Electronic,District,N,,,,N,,,[N]
3893,HMIS,DHIS,MED OTHER CANCERS,Electronic,District,N,,,,N,,,[N]
3894,HMIS,DHIS,MED OTHER GENITO URINARY TRACT INFECTION,Electronic,District,N,,,,N,,,[N]
3895,HMIS,DHIS,MED OTHER IMMUNIZABLE DISEASES,Electronic,District,N,,,,N,,,[N]
3896,HMIS,DHIS,MED OTHER INFECTIONS OF THE HEART,Electronic,District,N,,,,N,,,[N]
3897,HMIS,DHIS,MED OTITIS MEDIA,Electronic,District,N,,,,N,,,[N]
3898,HMIS,DHIS,MED PEPTIC ULCERS DISEASE,Electronic,District,N,,,,N,,,[N]
3899,HMIS,DHIS,MED PERFORATED STOMACH,Electronic,District,N,,,,N,,,[N]
3900,HMIS,DHIS,MED PLAGUE,Electronic,District,N,,,,N,,,[N]
3901,HMIS,DHIS,MED PNEUMONIA,Electronic,District,N,,,,N,,,[N]
3902,HMIS,DHIS,MED POLIO,Electronic,District,N,,,,N,,,[N]
3903,HMIS,DHIS,MED PROSTATE CANCER,Electronic,District,N,,,,N,,,[N]
3904,HMIS,DHIS,MED PUERPERAL MENTAL DISORDER,Electronic,District,N,,,,N,,,[N]
3905,HMIS,DHIS,MED RABIES,Electronic,District,N,,,,N,,,[N]
3906,HMIS,DHIS,MED RHEUMATIC HEART DISEASE,Electronic,District,N,,,,N,,,[N]
3907,HMIS,DHIS,MED RIFT VALLEY FEVER,Electronic,District,N,,,,N,,,[N]
3908,HMIS,DHIS,MED ROAD TRAFFIC INJURIES,Electronic,District,N,,,,N,,,[N]
3909,HMIS,DHIS,MED SALMONELLA,Electronic,District,N,,,,N,,,[N]
3910,HMIS,DHIS,MED SARS,Electronic,District,N,,,,N,,,[N]
3911,HMIS,DHIS,MED SCHIZOPHRENIA,Electronic,District,N,,,,N,,,[N]
3912,HMIS,DHIS,MED SEVERE PNEUMONIA,Electronic,District,N,,,,N,,,[N]
3913,HMIS,DHIS,MED SEXUAL ASSAULT INJURIES,Electronic,District,N,,,,N,,,[N]
3914,HMIS,DHIS,MED SEXUALLY TRANSMITTED INFECTIONS,Electronic,District,Y,ART,4,Y,4,,,[4]
3915,HMIS,DHIS,MED SHIGELLA,Electronic,District,N,,,,N,,,[N]
3916,HMIS,DHIS,MED STROKE,Electronic,District,N,,,,N,,,[N]
3917,HMIS,DHIS,MED SYPHILIS IN PREGNANCY,Electronic,District,N,,,,N,,,[N]
3918,HMIS,DHIS,MED TETANUS,Electronic,District,N,,,,N,,,[N]
3919,HMIS,DHIS,MED TRAUMA CHEST AND ABDOMEN  TORSO ,Electronic,District,N,,,,N,,,[N]
3920,HMIS,DHIS,MED TRAUMA EXTREMITIES,Electronic,District,N,,,,N,,,[N]
3921,HMIS,DHIS,MED TRAUMA HEAD INJURIES,Electronic,District,N,,,,N,,,[N]
3922,HMIS,DHIS,MED TRAUMA SPINAL INJURIES,Electronic,District,N,,,,N,,,[N]
3923,HMIS,DHIS,MED TRAUMATIC CONDITIONS,Electronic,District,N,,,,N,,,[N]
3924,HMIS,DHIS,MED TRYPANOSOMIASIS,Electronic,District,N,,,,N,,,[N]
3925,HMIS,DHIS,MED TUBERCULOSIS,Electronic,District,N,,,,N,,,[N]
3926,HMIS,DHIS,MED TUMORS,Electronic,District,N,,,,N,,,[N]
3927,HMIS,DHIS,MED TYPHOID FEVER,Electronic,District,N,,,,N,,,[N]
3928,HMIS,DHIS,MED VERY SEVERE PNEUMONIA,Electronic,District,N,,,,N,,,[N]
3929,HMIS,DHIS,MED YELLOW FEVER,Electronic,District,N,,,,N,,,[N]
3930,HMIS,DHIS,MENINGITIS ADMISSION,Electronic,District,N,,,,N,,,[N]
3931,HMIS,DHIS,MENINGITIS INPATIENT DEATH,Electronic,District,N,,,,N,,,[N]
3932,HMIS,DHIS,MENINGITIS NEW,Electronic,District,N,,,,N,,,[N]
3933,HMIS,DHIS,MH ACUTE & TRANSIENT PSYCHOTIC DISORDER,Electronic,District,N,,,,N,,,[N]
3934,HMIS,DHIS,MH ALCOHOL USE MENTAL DISORDER,Electronic,District,N,,,,N,,,[N]
3935,HMIS,DHIS,MH ANXIETY DISORDER,Electronic,District,N,,,,N,,,[N]
3936,HMIS,DHIS,MH DISSOCIATIVE CONVERSION DISORDER,Electronic,District,N,,,,N,,,[N]
3937,HMIS,DHIS,MH DRUG USE MENTAL DISORDER,Electronic,District,N,,,,N,,,[N]
3938,HMIS,DHIS,MH EPILEPSY,Electronic,District,N,,,,N,,,[N]
3939,HMIS,DHIS,MH HYPERKINETIC CONDUCT DISORDER,Electronic,District,N,,,,N,,,[N]
